id	dam	sire	LLRdam	LLRsire	LLRpair	OHdam	OHsire	MEpair
3690	1589	929	-2.46	2.41	18.53	0	0	0
1486	601	506	-1.17	13.44	18.4	0	0	0
3647	2989	1731	5.41	6.49	19.87	0	0	0
4933	3453	1699	2.08	6.12	13	0	0	0
1874	1669	1213	39.74	17.13	25.76	0	0	0
3602	1193	1768	18.22	-10.9	5.56	0	0	0
3499	1716	2976	1.13	-1.41	10.63	0	0	0
3688	1791	1509	25.07	11.12	8.14	0	0	0
3568	1782	1881	13.14	-2.93	16.24	0	0	0
1418	912	922	18.05	4.28	6.61	0	0	0
3504	930	1485	1.32	14.46	12.88	0	0	0
3617	1827	1783	14.26	11.7	28.73	0	0	0
3510	3698	NA	6.09	NA	NA	0	NA	NA
1224	NA	1164	NA	-2.31	NA	NA	3	NA
5161	1872	1777	8.21	4.26	4.07	0	0	0
3092	832	1356	-3.84	27.92	60.06	0	0	3
2980	1758	1695	-1.93	3.97	18.15	0	0	0
3689	862	911	8.18	10.13	50.07	0	0	3
3579	1536	1512	8.09	18.33	27.49	0	0	0
5341	1854	1029	-7.44	10.9	20.84	0	0	0
2967	1800	921	2.37	9.11	18.71	0	1	1
1364	1173	1159	-9.9	0.52	26	0	0	0
5123	4868	3460	5.97	4.38	3.74	0	1	1
3577	3022	1829	16.16	4.24	16.19	0	0	1
5079	3568	1738	9.99	8.65	22.15	0	0	1
4870	1536	1199	2.95	14.4	17.44	0	0	0
1596	168	1045	2.15	2.04	0.74	0	0	0
1897	927	501	0.42	15.21	24.58	0	0	0
3652	1024	1616	12.43	4.71	33.06	0	0	0
5336	NA	1577	NA	14.18	NA	NA	0	NA
1528	1304	668	-17.84	8.25	3.11	0	0	0
5337	1612	1710	-5.27	31.78	8.19	1	0	4
3502	1895	1754	2.62	17.06	30.99	0	0	0
3702	NA	1877	NA	14.73	NA	NA	0	NA
1583	951	1196	13.37	10.24	11.44	0	0	0
3653	3094	2964	4.55	4.66	4	0	3	3
3503	1487	1020	7.36	6.68	20.57	0	2	3
5277	4973	448	-5.1	5.76	4.04	0	1	1
3651	1678	1412	-2.28	-4.81	7.93	0	0	0
3649	NA	2980	NA	23.1	NA	NA	1	NA
1802	524	865	12.5	6.12	36.14	0	0	0
1896	1305	1595	12.23	1.46	10.71	0	0	0
1582	1161	849	12.33	0.72	3.79	0	0	0
1394	832	1041	5.09	4.75	7.59	0	0	0
3600	1760	1829	10.89	5.91	8.18	0	0	0
2969	NA	NA	NA	NA	NA	NA	NA	NA
1594	1415	1165	19.09	-4.97	104.39	0	0	0
2985	1765	921	16.59	9.97	13.21	0	0	0
1580	1403	525	6.11	-16.64	16.38	0	0	0
1592	853	629	-1.59	-3.32	12.82	0	0	0
1586	503	1214	-7.36	48.16	139.18	0	0	0
5125	2985	1752	4.06	2.19	15.34	0	0	0
1889	1170	1440	6.27	10.66	8.7	0	0	3
1600	524	865	9.51	4.64	36.21	0	0	0
1601	925	1287	0.7	17.61	19.77	0	0	0
5455	1765	1752	-0.24	8.73	19.28	0	0	0
1848	1059	1666	10.63	1.95	10.35	0	0	0
1595	NA	NA	NA	NA	NA	NA	NA	NA
1757	677	1028	15.76	10.23	9.67	0	0	0
3650	1781	1871	3.63	9.22	14.21	0	0	0
5254	1678	1412	-7.84	-0.84	17.58	0	0	0
3513	NA	NA	NA	NA	NA	NA	NA	NA
5169	3094	1739	2.16	17.33	5.23	0	0	0
5452	1271	1869	17.58	11.26	23.85	0	0	0
3521	1415	1040	6.61	-2.09	15.86	0	0	0
1602	1544	1187	7.89	4.85	7.53	0	0	0
1599	1501	NA	38.44	NA	NA	0	NA	NA
1708	NA	1595	NA	-14.14	NA	NA	3	NA
3086	1536	1787	0.37	23.4	18.8	0	0	0
2963	1672	1533	16.87	-15.14	0.5	0	0	0
4956	1685	1608	8.39	-14.05	2.74	0	1	1
1306	NA	NA	NA	NA	NA	NA	NA	NA
5339	1826	1721	5.77	-7.82	13.4	0	0	0
1345	455	507	-0.15	0.34	4.86	0	0	0
1578	NA	1243	NA	-1.85	NA	NA	2	NA
1585	595	495	-34.61	-7.89	-11.65	0	0	0
2975	1870	1720	6.9	11.48	14.01	1	0	3
5281	3451	1801	-8.13	6.52	10.41	0	0	0
4895	NA	NA	NA	NA	NA	NA	NA	NA
3004	1193	1590	15.53	1.28	24.5	0	0	0
3008	1605	497	0.2	1.31	2.3	0	0	0
1750	1362	1187	11.82	-7.51	18.03	0	0	0
3701	1043	1682	27.15	6.73	9.67	0	0	0
2979	1674	1543	4	17.79	25.31	0	0	0
4893	845	1681	17.11	-5.73	22.57	0	0	3
5278	471	890	-4.8	12.45	-3.64	2	0	4
3581	1200	1553	19.04	2.22	28.39	0	0	0
1782	1193	1178	6.4	13.94	30.97	0	0	0
5288	5247	1869	9.05	12.91	8.08	0	0	3
5216	3595	3457	3.35	5.69	17.12	0	0	0
5160	1790	1731	8.1	9.2	22.42	0	0	0
1559	NA	499	NA	3.67	NA	NA	0	NA
3594	1740	1545	13.7	16.81	4.51	0	0	0
3512	1042	1590	17.73	21.58	13.58	0	0	0
3599	1697	1196	17.53	-7.83	28.06	0	0	0
3565	1782	1881	12.84	0.93	17.69	0	0	0
5265	1790	1731	4.29	1.94	18.57	0	0	0
3506	1559	1165	12.82	1.21	5.78	0	0	4
5284	3094	1739	10.95	-4.78	1.02	0	0	0
1051	858	857	5.88	-5.52	11.62	0	0	0
1844	1415	1040	13.47	-5.71	10.82	0	0	0
5318	1589	1762	-0.01	3.72	8.33	0	0	0
5280	3505	NA	20.5	NA	NA	0	NA	NA
3618	1369	890	16.07	16.71	18.29	0	0	0
1744	308	921	15.91	-16.32	24.1	0	0	0
4908	NA	1878	NA	13.99	NA	NA	0	NA
4887	NA	NA	NA	NA	NA	NA	NA	NA
5268	1438	1708	5.52	19.58	17.79	0	0	0
4886	2963	1709	5.9	7.83	19.83	0	0	0
3511	1195	1579	1.1	-17.63	-6.11	0	0	0
1196	869	830	3.03	-3.49	0.92	3	0	3
2989	NA	NA	NA	NA	NA	NA	NA	NA
1204	NA	824	NA	-0.85	NA	NA	0	NA
5247	1536	5126	9.38	25.69	14.89	0	1	1
3573	2975	1611	10.34	11.97	20.96	0	0	0
5194	NA	1601	NA	4.83	NA	NA	1	NA
1031	168	605	1.7	13.59	28.23	0	0	0
5118	1717	1797	1.81	13.41	29.73	0	0	0
4947	666	1777	18.85	10.86	21.93	0	0	0
5197	3085	1729	-8.75	-6.68	16.79	0	0	0
5159	NA	NA	NA	NA	NA	NA	NA	NA
3500	2987	1739	18.12	4.3	5.82	0	0	0
3501	1437	1623	-2.55	-5.52	12.77	0	0	0
792	NA	NA	NA	NA	NA	NA	NA	NA
2984	1589	929	-7.65	4.27	12.68	0	0	0
2964	NA	824	NA	0.56	NA	NA	3	NA
4934	3453	1699	-6.96	4.87	2.13	0	0	0
3695	1437	1623	-25.63	12.34	10.29	0	0	0
5212	4974	4888	16.44	-11.62	-16.75	0	0	3
1803	1580	1040	10.46	-6.56	7.51	0	0	0
3601	1772	1729	0.38	-2.23	15.56	0	0	0
3515	1369	1744	12.33	3.29	20.72	0	0	0
5204	3569	3456	8.52	10.33	23.26	0	0	0
4802	1155	1808	-7.49	15.4	21.9	0	0	0
521	NA	498	NA	9.08	NA	NA	0	NA
4881	1707	1604	6.66	-7.23	8.19	0	0	0
1663	1490	1031	14.37	4.44	29.13	0	0	0
4880	1042	51	-4.05	0.51	13.77	0	2	2
4944	NA	1303	NA	-0.3	NA	NA	0	NA
4905	NA	1711	NA	9.27	NA	NA	0	NA
3566	1552	1356	-3.31	8.2	12.74	0	0	0
3095	1518	NA	2.45	NA	NA	1	NA	NA
1360	630	1041	15.95	21.51	4.03	0	0	0
3598	NA	NA	NA	NA	NA	NA	NA	NA
845	NA	545	NA	8.37	NA	NA	0	NA
495	451	NA	24.68	NA	NA	0	NA	NA
1221	NA	NA	NA	NA	NA	NA	NA	NA
5276	2963	1722	2.69	1.02	24.47	0	0	0
1616	1384	1370	2.5	14.42	11.87	0	0	0
3509	3508	1171	34.27	12.19	15.94	0	0	0
3648	1851	1199	10.43	3.76	12.68	0	0	0
3642	NA	916	NA	11.5	NA	NA	1	NA
5323	3002	1581	9.92	-10.21	5.88	0	0	0
1523	949	557	9.52	6.36	22.06	0	0	0
199	NA	NA	NA	NA	NA	NA	NA	NA
3641	919	1616	-19.21	-5.96	21.48	0	0	0
3461	1403	1533	13.09	10.44	19.52	0	0	0
3593	1893	1871	9.05	16.21	30.92	0	0	0
3644	1580	1766	4.92	5.25	24.41	0	0	0
1269	NA	1183	NA	33.36	NA	NA	3	NA
3491	1605	497	8.14	4.38	17.33	0	0	0
1886	1517	544	0.61	-3.88	14.85	0	0	0
3643	1665	497	5.4	-0.91	17.65	0	0	0
3576	1864	1666	11.12	0.01	23.02	0	0	0
929	NA	NA	NA	NA	NA	NA	NA	NA
1587	938	550	17.97	-12.51	31.74	0	0	0
1032	827	606	-0.13	1.18	16.64	0	0	0
1404	454	221	15.72	1.83	10.15	0	0	0
559	NA	NA	NA	NA	NA	NA	NA	NA
3597	1170	1579	16.81	4.81	1.42	0	0	0
42	NA	NA	NA	NA	NA	NA	NA	NA
925	541	NA	12.19	NA	NA	0	NA	NA
884	775	467	0.57	2.63	45.7	0	0	0
872	NA	636	NA	7.27	NA	NA	0	NA
833	541	NA	-1.59	NA	NA	1	NA	NA
873	601	NA	0.03	NA	NA	0	NA	NA
3016	1589	1029	5.47	18.71	21.25	0	0	0
1411	NA	1232	NA	9.24	NA	NA	0	NA
1207	1186	498	-0.78	2.76	9.24	1	0	4
200	NA	NA	NA	NA	NA	NA	NA	NA
1052	NA	NA	NA	NA	NA	NA	NA	NA
465	NA	NA	NA	NA	NA	NA	NA	NA
4906	1193	NA	30.14	NA	NA	0	NA	NA
6560	5678	NA	7.77	NA	NA	0	NA	NA
78	NA	NA	NA	NA	NA	NA	NA	NA
889	442	609	21.39	0.67	68.2	0	0	0
890	NA	916	NA	15.25	NA	NA	2	NA
1223	NA	1020	NA	12.65	NA	NA	1	NA
1700	1508	865	6.42	14.82	34.36	0	0	0
459	NA	NA	NA	NA	NA	NA	NA	NA
641	NA	NA	NA	NA	NA	NA	NA	NA
456	NA	NA	NA	NA	NA	NA	NA	NA
1273	522	477	-17.21	4.6	92.4	1	0	3
5073	826	4873	-2.24	12.96	5.5	2	0	4
5464	4935	3486	20.91	3.85	16.36	0	0	0
1402	1186	NA	-0.76	NA	NA	0	NA	NA
4854	1740	1187	15.26	-3.69	11.82	0	0	0
5461	3598	5225	-2.12	18.92	26.32	0	0	3
2988	930	1485	-0.38	16.91	19.49	0	0	0
511	443	NA	-2.6	NA	NA	0	NA	NA
4863	1429	1886	-10.67	18.48	-0.78	0	0	0
5165	1589	1762	14.9	-2.73	10.23	0	0	0
5282	930	3519	2.9	4.48	4.87	0	0	0
5322	3453	1744	3.84	26.54	11.24	0	0	0
5215	NA	4829	NA	13.91	NA	NA	0	NA
916	NA	465	NA	17.01	NA	NA	0	NA
5256	1195	1871	6.6	3.1	17.95	0	0	0
5172	3022	3696	-7.54	8.89	16.95	0	0	0
1804	1532	911	21.16	-2.48	0.58	0	0	0
5174	3574	4959	7.56	76.85	11.27	3	0	4
3011	1401	1788	26.62	4.3	83.08	0	0	0
5261	NA	3515	NA	10.27	NA	NA	0	NA
1664	1490	1031	5.44	2.78	25.16	0	0	0
5199	NA	NA	NA	NA	NA	NA	NA	NA
5196	NA	NA	NA	NA	NA	NA	NA	NA
5286	1532	911	29.58	2.78	17.62	0	0	2
5458	1160	1734	-0.81	4.81	12.93	0	1	4
462	NA	NA	NA	NA	NA	NA	NA	NA
1798	1753	847	30.94	18.01	23.34	0	1	1
5213	1491	1604	-4.32	1.7	18.56	0	0	0
5133	2978	1796	3.23	19.94	21.64	0	0	0
5078	NA	2988	NA	4.39	NA	NA	0	NA
446	297	NA	1.43	NA	NA	0	NA	NA
1553	604	1274	1.19	9.99	3.59	0	0	0
5340	3491	5169	6.96	11.49	25.98	0	0	0
4964	2959	1831	9.5	28.62	25.15	0	0	0
1756	1244	1178	3.77	23.93	21.54	0	0	0
1171	542	547	11.97	-1.47	26.45	0	0	0
163	NA	NA	NA	NA	NA	NA	NA	NA
3612	3009	1742	17.86	14.07	34.66	0	0	0
5263	NA	3612	NA	13.35	NA	NA	0	NA
1701	595	497	9.03	4.37	22.12	0	0	0
1872	1612	1199	0.83	2.4	16.35	0	0	0
1707	1558	1441	0.07	1.32	10.41	0	0	0
5451	3518	5118	-16.76	14.67	9.72	0	0	0
1192	NA	NA	NA	NA	NA	NA	NA	NA
2986	927	1897	-9.8	8.77	63.86	3	0	3
5327	3086	4829	-8.33	35.61	1.31	0	0	0
1712	1227	1357	13.04	-5.86	10.33	0	0	0
3976	594	NA	7.59	NA	NA	0	NA	NA
1241	641	637	1.7	19.76	55	0	0	0
75	NA	NA	NA	NA	NA	NA	NA	NA
604	NA	NA	NA	NA	NA	NA	NA	NA
1724	444	1165	9.53	-6.09	12.09	0	0	0
5317	5150	1868	15.69	15.82	14.92	0	0	1
1615	1130	1356	15.3	0.4	9.29	0	0	0
5448	1753	4860	4.69	-2.1	11.61	0	0	0
5326	4935	3486	16.93	0.92	12.68	0	0	0
5293	3022	3696	14.06	11.15	13.31	0	0	0
1235	878	216	-1.74	6.88	23.43	0	0	0
1715	1043	676	8.41	0.06	20.08	0	0	0
606	NA	NA	NA	NA	NA	NA	NA	NA
634	NA	NA	NA	NA	NA	NA	NA	NA
4939	1532	911	25.63	3.62	8.85	0	0	0
1027	449	176	-20.89	21.62	-3.68	0	0	0
1201	543	669	38.53	12.93	65.8	0	2	2
298	NA	NA	NA	NA	NA	NA	NA	NA
3964	912	922	4.97	15.69	13.85	0	0	0
4086	938	1028	4.61	5.13	10.27	0	0	0
524	440	465	16.07	-6.19	23.04	0	3	3
1862	NA	NA	NA	NA	NA	NA	NA	NA
1164	502	293	16.43	10.32	13.4	0	0	0
508	NA	NA	NA	NA	NA	NA	NA	NA
681	NA	NA	NA	NA	NA	NA	NA	NA
950	217	293	-3.53	10.98	6.28	0	0	0
1440	1177	1243	21.48	10.21	16.4	0	0	0
477	NA	NA	NA	NA	NA	NA	NA	NA
1189	NA	NA	NA	NA	NA	NA	NA	NA
1407	1026	1032	12.44	8.29	13.9	0	0	0
1435	NA	1020	NA	3.99	NA	NA	0	NA
1537	825	1286	7.37	15.71	54.75	0	0	0
443	NA	NA	NA	NA	NA	NA	NA	NA
942	663	NA	40.99	NA	NA	0	NA	NA
1220	524	634	9.61	18.76	32.89	0	0	0
1295	1403	849	10.03	12.74	25.26	0	0	0
1388	1386	1274	45.96	12.52	18.19	0	0	0
6021	5514	4934	0.73	6.45	12.02	0	1	2
1237	NA	879	NA	13.88	NA	NA	0	NA
1349	596	200	8.56	7.45	18.51	0	0	0
840	NA	506	NA	0.56	NA	NA	2	NA
1239	442	499	-9.27	-18.52	13.1	0	0	1
1563	450	634	-0.97	-0.53	19.1	0	0	0
775	308	176	12.66	-0.75	20.68	0	0	0
1522	1409	1209	22.78	12.06	28.1	0	0	0
930	NA	NA	NA	NA	NA	NA	NA	NA
3514	NA	1519	NA	8.87	NA	NA	1	NA
2959	919	523	26.7	1.69	42.96	0	2	4
5587	3518	3454	-9.02	10.19	12.77	0	0	0
5294	1757	1523	13.1	8.38	25.88	0	0	0
1733	840	1187	-11.89	5.41	27.3	0	0	0
3455	1697	1796	14.29	-0.46	28.35	0	0	0
4898	1365	1819	4.22	7.27	16.73	0	0	3
4911	3517	1593	12.61	2.97	25.32	0	0	0
1299	NA	636	NA	7.65	NA	NA	0	NA
1622	1193	602	3.13	19.15	10.78	0	0	0
3603	1559	2960	11.17	5.05	16.23	0	0	0
5783	4965	1616	-35.18	17.65	8.04	0	0	0
4950	1491	1604	-0.29	-13.73	12.14	0	0	0
1247	862	854	-6.1	9.9	34.91	0	0	0
4900	1538	1174	5.36	2.22	5.43	0	0	0
457	NA	NA	NA	NA	NA	NA	NA	NA
4919	1043	1682	5.34	31.32	30.46	0	0	0
5157	1170	1877	11.54	20.8	10.97	0	0	0
1436	524	865	8.11	13.38	39.33	0	0	0
5130	521	3458	5.58	9.52	16.37	2	0	2
1603	NA	501	NA	-1.2	NA	NA	0	NA
1738	NA	1290	NA	7.57	NA	NA	2	NA
1753	1244	1188	0.2	15.85	11.37	0	0	0
1697	1384	1370	-1.42	16.79	26.43	0	0	0
5610	2968	1577	6.05	17.09	31.89	0	0	0
1042	1043	847	49.2	6.61	22.8	0	0	1
3017	1487	1020	7.36	6.68	20.57	0	2	3
5821	3596	5249	12.01	-9.45	6.3	0	1	1
1766	1415	1666	3.77	18.31	25.2	0	0	0
5136	2963	1533	12.48	27.15	12.21	0	0	0
5623	3604	1533	-0.13	21.1	42.37	0	0	0
1504	1404	507	11.35	-5.7	13.91	0	0	0
478	794	NA	1.18	NA	NA	1	NA	NA
4889	3453	1699	2.08	6.12	13	0	0	0
1828	1508	1754	32.18	18.08	32.25	0	0	0
3616	1763	1287	6.81	1.14	21.52	0	0	0
1745	1369	1504	22.09	14.44	25.1	0	0	0
1734	1735	1381	10.56	2.07	16.36	0	0	0
5154	3507	4953	-3.01	9.53	16.45	0	0	0
5770	5125	5526	4.53	-7.39	10.98	0	0	0
1769	1024	1412	6.49	2.47	18.11	0	0	0
1041	466	NA	0.65	NA	NA	0	NA	NA
3463	NA	1607	NA	18.26	NA	NA	0	NA
5077	3505	1742	9.69	9.57	21.02	0	0	0
5603	542	1040	-0.73	1.62	4.94	0	0	3
3445	1660	497	-9.3	11.4	98.06	0	0	3
1396	775	467	10.79	-6.29	41.93	0	0	0
5497	1438	5225	24.75	9.61	7.21	0	0	3
1370	308	216	21.45	9.01	30.86	0	0	0
1737	1598	637	16.83	1	12.31	0	0	0
3604	1725	1587	-9.36	4.87	32.8	0	0	0
1621	1017	1040	10.91	14.23	15.14	0	0	0
1713	1672	1533	17.38	10.14	38.87	0	0	0
3569	NA	NA	NA	NA	NA	NA	NA	NA
3605	1195	1871	4.21	21.2	23.42	0	0	0
1725	1506	1359	-0.95	8.78	18.88	0	0	0
3614	1757	1533	22.46	35.15	10.08	0	0	1
5289	1791	1729	8.57	12.2	35.76	0	0	0
1832	1033	1722	3.03	3.93	4.77	0	0	3
1829	1190	1489	-4.97	-1.79	5.06	0	0	0
1849	601	506	-5.26	30.5	15.83	0	0	0
1620	823	1268	-1.02	2.42	18.32	0	0	0
1855	442	1543	27.61	25.32	100.64	0	0	0
3518	1503	1774	1.04	2.79	12.54	0	0	0
1400	1401	605	24.42	3.16	14.55	0	0	0
1618	832	1187	5.53	7.96	4.7	0	0	3
3580	1854	1029	2.24	4.66	22.31	0	0	0
4910	3517	828	16.52	-3.24	7.25	0	0	0
3572	1506	1720	-1.87	-3.4	1.47	0	0	0
3611	3508	1151	50.42	19.99	19.9	0	0	2
1773	1186	1184	42.29	25.61	42.24	0	0	0
4877	1503	1499	-23.48	4.96	12.37	0	0	0
1732	872	544	-10.01	3.24	-4.97	3	0	3
1193	NA	917	NA	20.63	NA	NA	0	NA
1234	168	854	-2.48	-0.38	28	0	0	0
4803	NA	1234	NA	10.22	NA	NA	0	NA
3570	1779	1796	-1.33	10.9	11.53	0	0	0
1488	NA	NA	NA	NA	NA	NA	NA	NA
5473	2963	1196	1.72	3.38	13.33	0	0	0
494	329	NA	11.31	NA	NA	0	NA	NA
2977	1717	1196	-2.75	10.5	8.73	0	0	0
469	NA	NA	NA	NA	NA	NA	NA	NA
6052	1826	3456	1.79	15.53	21.29	0	0	0
5596	3596	5292	7.37	20.52	28.77	0	0	0
5607	1247	1030	1.63	-5.56	9.52	1	1	3
1430	1172	1171	-2.14	7.77	36.88	0	0	0
2972	1042	176	-10.52	1.1	3.19	0	0	0
5076	1800	1769	9.72	4.7	12.04	0	0	0
3698	NA	1566	NA	7.52	NA	NA	0	NA
5601	1765	5072	2.61	38.25	-4.12	0	0	0
3454	2978	1196	24.47	11.01	13.22	0	0	0
4960	2968	1769	7.17	3.43	12.6	0	0	0
5236	2985	1752	6.33	-6.63	20.19	0	0	0
1856	1753	1349	-6.34	3.29	5.36	0	0	0
5534	NA	NA	NA	NA	NA	NA	NA	NA
1735	1190	917	-9.45	-8.14	7.88	0	0	0
51	430	NA	0.89	NA	NA	0	NA	NA
1667	792	1542	7.54	4.77	19.2	0	0	0
1884	1580	1512	9.17	-6.82	15.66	0	0	0
5773	NA	NA	NA	NA	NA	NA	NA	NA
1495	1200	1156	4.28	22.65	22.63	0	0	0
1695	1390	221	-4.61	-6.94	9.11	0	0	0
4955	1598	3000	8.97	-12.32	1.71	0	0	0
1517	639	208	6.45	1.86	7.27	0	0	0
1741	1559	1031	-11.77	0.55	5.27	0	0	0
1661	840	911	17.41	29.1	73.41	0	0	0
1800	1193	1495	17.05	8.38	12.4	0	0	0
3574	3090	1381	11.65	-2.33	7.72	0	0	0
442	199	NA	3.09	NA	NA	0	NA	NA
1670	447	1203	10.52	0.35	23.72	0	0	0
5511	NA	NA	NA	NA	NA	NA	NA	NA
5827	NA	1722	NA	12.33	NA	NA	0	NA
1424	1208	NA	9.62	NA	NA	0	NA	NA
1779	1387	1670	5.73	16.97	18.56	0	0	0
5512	4958	1710	4.42	4.73	10.07	0	0	0
5334	3596	1722	15.07	24.66	26.92	0	0	0
5592	1605	5340	8.42	2.71	4.47	0	0	4
1759	522	1360	6.22	16.36	32.19	0	0	0
5636	5336	5290	5.18	7.66	22.07	0	0	0
4966	1559	1702	-9.27	25.19	2.87	0	0	0
3498	1536	1303	6.73	-0.31	-2.1	0	0	4
823	665	NA	13.02	NA	NA	0	NA	NA
4970	3487	1543	16.31	13.73	29.05	0	0	0
5450	3490	3615	7.63	17.13	8.14	0	0	0
1796	1437	1196	-10.07	9.32	14.79	0	0	0
4968	1503	1611	-0.39	25.77	7.3	0	0	0
5313	4964	1762	12.21	1.56	13.05	0	0	0
6136	3085	3456	-0.19	15.51	17.07	0	0	0
3699	2968	1769	15.27	2.44	35.58	0	0	0
2982	NA	1433	NA	3.03	NA	NA	0	NA
4949	3650	NA	28.42	NA	NA	0	NA	NA
1716	1043	1303	7.85	-3.87	-0.48	0	1	1
5631	3596	5072	3.04	11.97	17.81	1	0	1
5517	4804	NA	17.73	NA	NA	0	NA	NA
3646	1790	2964	4.88	-6.23	8.15	0	0	0
3696	869	NA	22.87	NA	NA	0	NA	NA
4940	1501	3489	3.26	33.94	17.82	0	0	0
1865	NA	NA	NA	NA	NA	NA	NA	NA
4967	1501	3489	6.83	12.44	19.18	0	0	0
1785	1558	1153	0.64	-3.31	15.33	0	0	0
847	NA	545	NA	4.12	NA	NA	0	NA
673	476	NA	-7.37	NA	NA	3	NA	NA
2971	1612	1199	-4.51	-1.01	-9.97	0	0	0
1789	NA	1243	NA	5.68	NA	NA	0	NA
1891	1541	509	-9.84	5.4	17.28	0	0	0
4952	1437	1722	-11.91	7.13	13.22	0	0	0
1698	1552	1504	8.34	5.22	14.84	0	0	0
5778	3517	5333	31.57	-2.06	16.98	0	0	0
6140	1803	5586	12.96	17.81	6.85	0	0	0
1879	1501	1499	-9.54	13.44	19.51	0	0	0
1346	1158	1041	-8.39	6.49	14.4	0	0	0
1780	1491	1356	5.43	3.62	25.42	0	0	0
4948	1437	1797	8.46	7.05	16.84	0	0	0
1736	1182	1542	1.62	1.08	19.13	0	0	0
1721	1511	NA	16.29	NA	NA	0	NA	NA
5608	4999	4888	-9.05	-13.82	-3.46	3	0	3
5316	441	4967	-5.93	17.32	9.22	2	0	2
3486	1705	1187	3.15	6.33	18.91	0	0	0
6149	1707	5822	-1.1	12.65	16.67	0	0	0
1777	1779	1248	5.33	-1	21.53	0	0	0
1696	1571	NA	23.71	NA	NA	0	NA	NA
1807	1717	1683	9.33	-1.24	15.55	0	0	2
1758	1757	1523	17.47	10.91	14.96	0	0	0
5593	5217	1494	8.56	3.6	26.02	0	0	0
2970	1437	1220	11.2	10.74	12.4	0	0	0
774	NA	NA	NA	NA	NA	NA	NA	NA
4971	1669	NA	15	NA	NA	0	NA	NA
1873	1550	1724	12.81	5.6	15.44	0	0	0
1714	1222	494	-9.04	3.65	8.31	0	0	0
5509	5123	1577	23.6	12.93	30.75	0	0	0
1165	NA	NA	NA	NA	NA	NA	NA	NA
1415	441	1165	-3.42	-0.78	4.68	0	0	0
1552	1369	1032	7.95	-23.61	0.28	0	0	0
1681	NA	1494	NA	19.63	NA	NA	0	NA
1784	1380	1595	4.15	0.95	21.12	0	0	0
1613	845	669	16.97	0.65	0.6	0	0	2
1368	1161	216	-9.18	29.1	-17.24	0	0	1
1778	951	1196	18.92	1.72	12.82	0	0	0
1749	1674	1029	-1.56	15.9	16.71	0	0	0
1188	878	879	2.19	12.66	18.3	0	0	0
2981	1390	1695	9.69	46.67	24.61	0	0	0
1382	679	477	5.42	0.58	18.14	0	0	0
1019	NA	881	NA	19.78	NA	NA	0	NA
2965	1559	1031	-28.07	5.16	6.58	0	0	0
1676	1390	1039	16.98	-3.5	22.11	0	1	1
642	NA	NA	NA	NA	NA	NA	NA	NA
2987	308	1368	19.24	4.81	19.67	0	0	0
1793	1275	1610	9.57	0	18.4	0	0	0
674	NA	NA	NA	NA	NA	NA	NA	NA
544	NA	29	NA	1.1	NA	NA	0	NA
1039	NA	NA	NA	NA	NA	NA	NA	NA
1015	NA	NA	NA	NA	NA	NA	NA	NA
629	NA	NA	NA	NA	NA	NA	NA	NA
1851	1195	1045	-6.07	31.83	-4.74	0	0	0
1025	308	216	12.46	3.72	27.53	0	0	0
1155	NA	331	NA	7.87	NA	NA	0	NA
3508	1597	1794	5.77	9.25	17.47	0	0	0
1894	503	1214	1.6	39.99	136.61	0	0	0
1794	1382	847	15.63	-4.61	10.76	0	0	0
176	NA	NA	NA	NA	NA	NA	NA	NA
1061	595	NA	16.32	NA	NA	0	NA	NA
888	441	860	0.25	-0.25	11.51	0	0	0
1808	1403	849	-3.55	13.86	15.83	0	0	0
1751	NA	1494	NA	19.71	NA	NA	0	NA
3619	1429	1886	2.71	10.34	12.91	0	0	0
597	NA	293	NA	6.7	NA	NA	0	NA
879	447	51	1.43	-6.11	7.98	0	0	0
866	NA	642	NA	2.91	NA	NA	0	NA
1760	1380	602	25.51	7.3	15.02	0	0	0
938	163	510	-4.77	11.47	14.74	0	0	0
1893	1403	849	3.89	11.27	13.7	0	0	0
1730	1612	1681	2.05	-0.28	12.31	0	0	3
633	168	NA	-17.2	NA	NA	3	NA	NA
1761	1757	1557	23.47	-30.16	-42.86	3	0	4
1827	1563	1572	5.01	15.61	2.14	0	0	0
1892	832	1534	2.95	0.33	14.23	0	0	0
1677	1588	1587	27.92	9.15	22.65	0	0	0
1866	1409	1209	-1.29	-0.37	24.39	0	0	0
1718	858	1533	0.82	11.81	28.83	0	0	0
3694	1612	1595	-2.46	-8.14	3.87	0	0	1
3446	951	1604	0.06	7.48	-0.61	0	0	3
1598	1195	1279	-1.75	3.2	13	0	0	0
595	NA	473	NA	0.23	NA	NA	0	NA
870	461	NA	1.33	NA	NA	0	NA	NA
1617	823	1292	-1.78	-1.94	-2.21	2	0	2
454	172	NA	-4.13	NA	NA	2	NA	NA
5008	1803	1566	-11.35	15.19	2.31	0	0	0
4935	1672	1797	9.48	12.53	31	0	0	0
1719	1247	494	1.49	3.02	19.77	0	0	0
1843	1490	1287	7.34	5.34	12.12	0	1	1
947	329	NA	12.53	NA	NA	2	NA	NA
5142	3449	2962	4.92	2.66	11.61	0	0	0
1786	1538	1539	22.74	33.41	-0.01	0	0	0
679	NA	465	NA	1.72	NA	NA	0	NA
3492	1532	1433	20.28	4.67	11.85	0	0	3
1705	912	1348	2.19	6.35	23.69	0	0	0
